,name,country,lat,long,date,temp,humidity,cloud,wind
373,Norsup,VU,-16.07,167.38,1569293226,80.6,61,75,10.29
374,Nipawin,CA,53.36,-104.02,1569293226,59.0,30,1,14.99
375,Huarmey,PE,-10.07,-78.15,1569293226,61.07,95,100,11.77
376,Spirit River,CA,55.78,-118.84,1569293227,46.98,93,75,3.36
377,College,US,64.86,-147.8,1569293166,51.71,32,1,4.7
378,Punta Alta,AR,-27.46,-55.82,1569293227,66.2,59,0,5.82
379,Santa Maria,BR,-16.02,-48.01,1569293227,70.65,47,0,2.24
380,Eenhana,NA,-17.48,16.34,1569293227,71.6,13,27,8.05
381,Kushiro,JP,43.11,144.15,1569293228,68.0,68,20,5.82
382,Doka,SD,13.52,35.76,1569293228,72.95,91,0,8.1
383,Mastic Beach,US,40.77,-72.85,1569293228,74.28,78,90,11.41
384,Ponta Delgada,PT,37.73,-25.67,1569292944,68.72,82,20,2.24
385,Kahului,US,20.89,-156.47,1569293228,80.58,58,40,19.46
386,Eyl,SO,7.98,49.82,1569293229,73.13,73,2,11.3
387,Hope,US,33.67,-93.59,1569293229,77.79,83,1,4.81
388,Beringovskiy,RU,63.05,179.32,1569293229,40.01,40,18,6.26
389,Yangambi,CD,0.77,24.47,1569293229,70.25,97,32,1.14
390,Marzuq,YE,14.4,46.47,1569293229,70.07,50,60,1.83
391,Kalakamati,BW,-20.59,27.31,1569293230,63.23,81,0,14.88
392,Mehriz,IR,31.58,54.44,1569293230,73.4,27,0,6.93
393,Springbok,ZA,-29.67,17.88,1569293230,54.23,35,0,4.81
394,Tual,ID,-5.67,132.75,1569293230,78.71,87,91,14.88
395,Huatulco,MX,15.84,-96.33,1569293231,77.0,88,75,2.57
396,Maceio,BR,-9.67,-35.74,1569293039,75.2,88,40,2.24
397,Matamoros,US,25.87,-97.51,1569293231,82.38,83,40,6.93
398,Sampit,ID,-2.54,112.95,1569293231,89.87,54,8,4.41
399,Cabedelo,BR,-6.97,-34.84,1569293231,73.4,94,20,8.05
400,Timiryazevskiy,RU,47.05,39.61,1569293232,44.6,81,0,8.95
401,Nanpiao,CN,41.1,120.75,1569293232,73.85,38,0,15.64
402,Shumyachi,RU,53.86,32.43,1569293232,33.53,78,99,5.84
403,Lumeje,AO,-11.56,20.78,1569293232,69.35,54,45,5.35
404,Canon City,US,39.46,-117.13,1569293232,60.8,26,1,6.93
405,Saldanha,PT,41.42,-6.55,1569293233,56.75,80,0,2.1
406,Vila,IT,45.18,8.4,1569293233,53.94,100,46,4.7
407,Haines Junction,CA,60.75,-137.51,1569293233,36.59,79,100,3.42
408,Brae,GB,60.4,-1.35,1569293233,54.61,100,100,19.46
409,Shirokiy,RU,53.87,39.17,1569293234,30.99,82,36,7.81
410,Bristol,GB,51.45,-2.6,1569293234,61.57,93,70,12.75
411,San Rafael,AR,-34.61,-68.33,1569293234,58.19,28,0,4.56
412,Salalah,OM,17.01,54.1,1569293234,78.8,78,40,6.93
413,Turayf,SA,31.68,38.65,1569293235,64.4,42,0,6.93
414,Merrill,US,42.03,-121.6,1569293235,58.91,48,1,3.58
415,Lokoja,NG,7.8,6.74,1569293235,72.05,92,100,4.54
416,Svetlaya,RU,46.54,138.33,1569293235,57.47,35,0,14.14
417,Norderstedt,DE,53.71,9.99,1569293236,58.01,87,75,4.7
418,Yar-Sale,RU,66.83,70.83,1569293236,33.35,97,100,15.68
419,Bahia Blanca,AR,-38.72,-62.27,1569293232,50.63,53,0,4.36
420,Takoradi,GH,4.89,-1.75,1569293241,73.67,96,54,4.09
421,Vincennes,FR,48.85,2.44,1569293241,59.22,77,0,11.41
422,Tiznit,MA,29.7,-9.73,1569293146,67.37,92,1,9.44
423,Nhulunbuy,AU,-12.18,136.78,1569293241,84.2,62,75,14.99
424,Srandakan,ID,-7.94,110.25,1569293241,75.29,89,7,20.47
425,Jiaozuo,CN,35.21,113.25,1569293241,76.91,26,0,7.52
426,Berlevag,NO,70.86,29.09,1569293242,40.19,74,97,19.35
427,Port-Gentil,GA,-0.72,8.78,1569293242,77.99,85,94,11.95
428,Markova,RU,52.21,104.21,1569293242,60.8,63,0,11.18
429,Santana do Ipanema,BR,-9.37,-37.25,1569293242,68.45,95,28,6.67
430,Tuchola,PL,53.59,17.86,1569293242,43.11,100,0,4.7
431,Seoul,KR,37.57,126.98,1569293075,69.98,72,1,3.36
432,Tadine,NC,-21.55,167.88,1569293243,70.79,68,16,7.14
433,Kon Tum,VN,14.36,108.0,1569293243,84.29,52,6,1.63
434,Sorland,NO,67.67,12.69,1569293243,48.29,53,98,6.24
435,Banda Aceh,ID,5.56,95.32,1569293243,82.49,74,0,5.32
436,Dombas,NO,62.07,9.12,1569293244,32.63,98,6,0.96
437,Hearst,CA,49.69,-83.67,1569293244,47.39,93,54,4.0
438,Yeniseysk,RU,58.45,92.17,1569293244,49.37,71,63,10.09
439,Mayor Pablo Lagerenza,PY,-19.93,-60.77,1569293244,76.91,45,0,1.61
440,Rodrigues Alves,BR,-7.74,-72.65,1569293245,74.57,82,14,0.83
441,Aksarka,RU,66.56,67.8,1569293245,33.89,90,97,14.74
442,Shingu,JP,33.72,135.99,1569293245,73.4,78,75,3.36
443,Turan,RU,52.15,93.92,1569293245,58.73,60,0,1.57
444,Tutoia,BR,-2.76,-42.27,1569293245,72.23,92,42,2.35
445,Lavrentiya,RU,65.58,-170.99,1569293246,34.25,55,0,7.99
446,Ende,ID,-8.84,121.65,1569293246,77.63,77,0,4.12
447,Matina,CR,10.08,-83.29,1569293246,71.33,95,58,1.45
448,San Quintin,PH,17.54,120.52,1569293246,85.73,66,0,4.68
449,Fukue,JP,35.03,136.69,1569293247,77.31,73,75,10.29
450,Altay,CN,47.83,88.13,1569293247,65.93,33,67,3.89
451,Pearl Lagoon,NI,12.34,-83.67,1569293247,75.65,90,0,1.45
452,Bilibino,RU,68.06,166.44,1569293247,27.23,61,41,5.39
453,Champagnole,FR,46.75,5.91,1569293248,47.82,100,30,4.7
454,Ladario,PT,40.7,-7.74,1569293248,55.31,95,8,5.19
455,Kozhva,RU,65.11,57.05,1569293248,33.53,91,100,10.54
456,Isla Mujeres,MX,21.23,-86.73,1569293038,78.42,100,40,2.24
457,Tilichiki,RU,60.47,166.1,1569293249,45.23,90,100,5.3
458,Kurumkan,RU,54.33,110.32,1569293249,55.67,51,0,5.32
459,Zarichne,UA,49.02,37.94,1569293249,37.13,62,0,3.36
460,Chadiza,ZM,-14.06,32.43,1569293249,66.47,52,0,6.2
461,Nizhniy Baskunchak,RU,48.22,46.83,1569293249,40.73,69,25,4.05
462,Pitimbu,BR,-7.47,-34.81,1569293250,73.4,94,20,8.05
463,Jackson,US,43.48,-110.76,1569292963,52.41,47,5,8.05
464,Fort Nelson,CA,58.81,-122.69,1569293250,51.8,58,75,4.7
465,Ayna,ES,38.55,-2.07,1569293250,56.48,93,0,4.7
466,Bose,IT,45.46,8.01,1569293250,53.56,93,0,2.24
467,Lhokseumawe,ID,5.18,97.15,1569293215,80.69,71,1,5.48
468,Makakilo City,US,21.35,-158.09,1569293251,80.56,94,90,6.93
469,Banepa,NP,27.63,85.52,1569293251,68.0,100,75,3.36
470,Ahipara,NZ,-35.17,173.16,1569293251,57.0,100,67,29.8
471,Kurilsk,RU,45.23,147.88,1569293251,54.23,88,51,18.16
472,Zambezi,ZM,-13.55,23.12,1569293252,64.13,53,0,4.45
473,Tarbert,GB,55.86,-5.42,1569293252,57.43,100,100,12.75
474,Batemans Bay,AU,-35.71,150.18,1569293252,58.23,45,0,5.01
475,Henties Bay,NA,-22.12,14.28,1569293252,57.0,87,0,5.01
476,Payson,US,40.04,-111.73,1569293220,60.22,47,1,3.36
477,Bud,NO,62.91,6.91,1569293253,47.95,87,0,6.93
478,Mugur-Aksy,RU,50.38,90.44,1569293253,48.11,46,7,9.75
479,Jining,CN,35.41,116.58,1569293253,82.31,39,0,3.78
480,Gucheng,CN,32.27,111.65,1569293253,75.99,59,100,7.0
481,Chute-aux-Outardes,CA,49.12,-68.38,1569293253,49.21,93,1,4.7
482,Udachnyy,RU,66.42,112.4,1569293254,35.6,59,75,8.95
483,Playas,EC,-2.64,-80.39,1569293254,66.83,92,98,10.29
484,Lorengau,PG,-2.02,147.27,1569293254,85.73,64,90,3.24
485,Tura,RU,64.27,100.22,1569293254,40.91,66,57,12.91
486,Primero de Enero,CU,21.94,-78.43,1569293254,82.4,83,40,8.05
487,Ixtapa,MX,20.71,-105.21,1569293255,83.55,74,90,4.7
488,Northam,AU,-31.65,116.67,1569293255,77.0,23,0,17.22
489,Gavrilovka Vtoraya,RU,52.88,42.77,1569293255,33.35,91,0,7.74
490,Brooks,CA,50.57,-111.89,1569293069,55.99,58,100,10.0
491,Vallenar,CL,-28.58,-70.76,1569293255,49.01,74,0,1.57
492,Iralaya,HN,15.0,-83.23,1569293256,77.09,89,18,2.44
493,Namatanai,PG,-3.66,152.44,1569293256,80.15,83,73,10.2
494,Tchaourou,BJ,8.89,2.6,1569293256,72.95,95,93,3.71
495,Jardim,BR,-21.48,-56.15,1569293256,74.75,48,0,4.05
496,Port Blair,IN,11.67,92.75,1569293257,81.05,82,89,10.49
497,Cadillac,US,44.25,-85.4,1569293257,53.51,93,1,2.84
498,Ambon,FR,47.55,-2.56,1569293257,62.4,100,100,13.87
499,Lompoc,US,34.64,-120.46,1569293257,60.01,93,90,10.63
